"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cote d'Ivoire","CIV","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.117201215035802","0.312569748348566","0.474781192575019","0.626266254907255","0.614505879296618","0.75136476717811","0.802646674892114","0.749627203151728","0.718535161361918","1.20473298986865","","",
"Cameroon","CMR","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0426767949581469","0.0379193844547533","0.0342709536976709","0.0476774979720052","0.032569427676813","0.0382763300688848","","","","",
"Congo, Rep.","COG","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0172780932456665","0.0192730993698593","0.0194979917068542","0.0195009013980487","0.0269992551381965","0.0212062664131682","0.0241223515825205","0.0244348876883708","0.0185286103542234","0.0327611876785173","0.029963308883041","0.0323228748985657","0.0375036259036548","0.0352586610960139","0.0415748817163119","","","","",
"Colombia","COL","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93209346282241","2.17110016771819","1.87317871201922","2.07782983344634","1.99148918152559","1.97982825781091","2.11291535537464","1.93202039105056","2.18390691252779","2.26470967456442","","",
"Comoros","COM","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.383311046673241","0.513411091948806","0.373987003951613","0.322704530664931","0.352020624267163","0.256457963522626","0.444888790024713","0.582614775110697","0.368633251646678","0.299225414211847","0.184119167248971","0.542194673913279","0.673895859778801","0.702290835415346","","",
"Cabo Verde","CPV","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53061890526481","2.55813879493845","2.86236164993596","3.56932376275028","2.92269170763645","2.99932579996427","3.05984447199369","3.7854541441342","9.0057412615617","11.9250924374219","15.6364102738597","15.7045796647215","12.3286558083078","23.0054246741315","18.4988998451634","","",
"Costa Rica","CRI","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13286609216049","3.30090131313557","3.91124675227363","6.08137397378835","5.11031540414182","5.97969932695975","4.69113661611041","3.59493071129527","5.05324629550596","5.80110381298134","","",
"Caribbean small states","CSS","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.637089843621","2.0550113687303","1.95622583170609","1.51180936144774","1.60681051459713","1.93735225924757","1.98713446189044","1.91031550279442","1.79686725240907","2.19283693180919","2.28369678481152","2.57049675877127","2.71704220944407","2.72180589914581","2.5392063532901","","","","",
"Cuba","CUB","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
